temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,wind_speed,date,time,datetime,humidity_normalized,pressure_normalized,temp_status,feels_like_status,pressure_status,wind_status
10.06,9.52,9.27,10.78,1001,92,1001,997,7.72,2024-12-06,22:31,2024-12-06 22:31:00,0.9032258064516129,0.28888888888888886,Warm,Feels similar,Low pressure,Moderate wind
6.39,4.93,4.77,7.01,1016,88,1016,1011,2.06,2024-11-26,23:29,2024-11-26 23:29:00,0.7741935483870968,0.6222222222222222,Cold,Feels similar,Low pressure,Low wind
7.27,1.6,6.63,8.0,1001,78,1001,997,14.92,2024-12-07,20:31,2024-12-07 20:31:00,0.45161290322580644,0.28888888888888886,Cold,Feels much colder,Low pressure,High wind
2.78,0.72,1.13,4.27,1022,91,1022,1017,2.06,2024-11-27,21:29,2024-11-27 21:29:00,0.8709677419354839,0.7555555555555555,Cold,Feels similar,High pressure,Low wind
11.38,10.98,10.79,12.05,1020,92,1020,1015,4.12,2024-11-30,23:30,2024-11-30 23:30:00,0.9032258064516129,0.7111111111111111,Warm,Feels similar,High pressure,Low wind
0.31,0.31,-1.01,1.6,1026,94,1026,1022,0.51,2024-11-28,05:29,2024-11-28 05:29:00,0.967741935483871,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
7.51,2.85,6.9,8.01,1011,83,1011,1007,10.29,2024-12-08,04:31,2024-12-08 04:31:00,0.6129032258064516,0.5111111111111111,Cold,Feels much colder,Low pressure,High wind
16.98,16.61,15.33,17.81,996,72,996,992,11.83,2024-11-24,11:29,2024-11-24 11:29:00,0.25806451612903225,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
6.54,3.98,5.93,7.81,1017,75,1017,1012,3.6,2024-12-06,06:31,2024-12-06 06:31:00,0.3548387096774194,0.6444444444444445,Cold,Feels similar,Low pressure,Low wind
16.02,15.66,14.77,16.9,996,76,996,992,9.77,2024-11-24,08:29,2024-11-24 08:29:00,0.3870967741935484,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
12.39,12.06,11.63,13.01,1014,91,1014,1010,5.14,2024-12-01,09:30,2024-12-01 09:30:00,0.8709677419354839,0.5777777777777777,Warm,Feels similar,Low pressure,Moderate wind
6.37,2.57,5.52,7.01,1033,85,1033,1028,6.17,2024-12-10,09:31,2024-12-10 09:31:00,0.6774193548387096,1.0,Cold,Feels similar,High pressure,Moderate wind
13.23,12.98,12.23,13.97,997,91,997,993,10.29,2024-11-23,19:29,2024-11-23 19:29:00,0.8709677419354839,0.2,Warm,Feels similar,Low pressure,High wind
6.24,1.87,5.54,6.9,1032,88,1032,1027,7.72,2024-12-10,02:31,2024-12-10 02:31:00,0.7741935483870968,0.9777777777777777,Cold,Feels much colder,High pressure,Moderate wind
11.86,11.48,11.13,12.81,1011,91,1011,1007,4.12,2024-12-01,23:30,2024-12-01 23:30:00,0.8709677419354839,0.5111111111111111,Warm,Feels similar,Low pressure,Low wind
5.66,1.87,4.56,6.41,1011,90,1011,1007,5.66,2024-11-27,12:29,2024-11-27 12:29:00,0.8387096774193549,0.5111111111111111,Cold,Feels similar,Low pressure,Moderate wind
15.69,15.38,14.42,16.48,996,79,996,992,11.83,2024-11-24,06:29,2024-11-24 06:29:00,0.4838709677419355,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
8.72,5.23,7.9,9.46,1020,73,1020,1015,7.2,2024-12-06,11:31,2024-12-06 11:31:00,0.2903225806451613,0.7111111111111111,Cold,Feels similar,High pressure,Moderate wind
2.45,-0.63,0.94,3.81,1029,93,1029,1024,3.09,2024-11-28,23:30,2024-11-28 23:30:00,0.9354838709677419,0.9111111111111111,Cold,Feels similar,High pressure,Low wind
10.22,9.57,9.0,11.2,999,87,999,995,5.14,2024-11-25,09:29,2024-11-25 09:29:00,0.7419354838709677,0.24444444444444444,Warm,Feels similar,Low pressure,Moderate wind
7.86,7.16,6.93,8.96,1024,83,1024,1019,1.54,2024-11-29,23:30,2024-11-29 23:30:00,0.6129032258064516,0.8,Cold,Feels similar,High pressure,Low wind
7.8,3.89,7.17,8.81,1013,75,1013,1008,7.72,2024-12-06,03:31,2024-12-06 03:31:00,0.3548387096774194,0.5555555555555556,Cold,Feels similar,Low pressure,Moderate wind
7.61,3.97,7.18,8.01,1028,84,1028,1023,6.69,2024-12-09,01:31,2024-12-09 01:31:00,0.6451612903225806,0.8888888888888888,Cold,Feels similar,High pressure,Moderate wind
6.0,2.1,4.96,7.05,1018,78,1018,1014,6.17,2024-12-06,08:31,2024-12-06 08:31:00,0.45161290322580644,0.6666666666666666,Cold,Feels similar,Low pressure,Moderate wind
3.33,0.86,2.01,4.73,1028,94,1028,1023,2.57,2024-11-29,02:30,2024-11-29 02:30:00,0.967741935483871,0.8888888888888888,Cold,Feels similar,High pressure,Low wind
7.93,4.22,7.51,8.42,1032,80,1032,1027,7.2,2024-12-09,18:31,2024-12-09 18:31:00,0.5161290322580645,0.9777777777777777,Cold,Feels similar,High pressure,Moderate wind
6.77,1.99,6.06,7.31,1013,88,1013,1009,9.77,2024-12-08,06:31,2024-12-08 06:31:00,0.7741935483870968,0.5555555555555556,Cold,Feels much colder,Low pressure,High wind
7.01,2.87,6.13,7.83,1021,89,1021,1016,7.72,2024-12-08,17:31,2024-12-08 17:31:00,0.8064516129032258,0.7333333333333333,Cold,Feels much colder,High pressure,Moderate wind
12.21,11.94,11.63,13.0,1024,94,1024,1019,5.14,2024-11-30,10:30,2024-11-30 10:30:00,0.967741935483871,0.8,Warm,Feels similar,High pressure,Moderate wind
7.71,5.7,7.01,9.11,1025,90,1025,1020,3.09,2024-12-04,13:31,2024-12-04 13:31:00,0.8387096774193549,0.8222222222222222,Cold,Feels similar,High pressure,Low wind
5.92,2.2,5.52,6.9,1032,90,1032,1027,5.66,2024-12-10,05:31,2024-12-10 05:31:00,0.8387096774193549,0.9777777777777777,Cold,Feels similar,High pressure,Moderate wind
7.05,1.58,6.34,7.93,1004,79,1004,999,13.38,2024-12-07,22:31,2024-12-07 22:31:00,0.4838709677419355,0.35555555555555557,Cold,Feels much colder,Low pressure,High wind
5.41,2.93,3.99,6.81,1017,89,1017,1013,3.09,2024-11-26,21:29,2024-11-26 21:29:00,0.8064516129032258,0.6444444444444445,Cold,Feels similar,Low pressure,Low wind
9.38,6.24,8.35,10.03,1007,87,1007,1003,6.69,2024-12-06,20:31,2024-12-06 20:31:00,0.7419354838709677,0.4222222222222222,Cold,Feels similar,Low pressure,Moderate wind
4.8,2.6,3.71,6.33,1026,92,1026,1021,2.57,2024-12-04,09:30,2024-12-04 09:30:00,0.9032258064516129,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
6.74,4.91,5.85,7.9,1020,87,1020,1015,2.57,2024-12-02,23:30,2024-12-02 23:30:00,0.7419354838709677,0.7111111111111111,Cold,Feels similar,High pressure,Low wind
15.06,14.74,13.7,16.51,994,81,994,990,10.8,2024-11-24,19:29,2024-11-24 19:29:00,0.5483870967741935,0.13333333333333333,Warm,Feels similar,Low pressure,High wind
5.96,3.6,4.93,7.31,1026,91,1026,1022,3.09,2024-12-04,10:30,2024-12-04 10:30:00,0.8709677419354839,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
5.49,4.72,4.52,6.33,1022,88,1022,1018,1.34,2024-12-03,05:30,2024-12-03 05:30:00,0.7741935483870968,0.7555555555555555,Cold,Feels similar,High pressure,Low wind
9.88,5.89,8.96,10.93,1004,80,1004,1000,10.8,2024-12-05,21:31,2024-12-05 21:31:00,0.5161290322580645,0.35555555555555557,Cold,Feels similar,Low pressure,High wind
7.84,2.21,6.62,8.98,989,79,989,985,15.95,2024-12-07,08:31,2024-12-07 08:31:00,0.4838709677419355,0.022222222222222223,Cold,Feels much colder,Low pressure,High wind
5.78,2.75,3.99,7.61,1011,84,1011,1007,4.12,2024-11-26,00:29,2024-11-26 00:29:00,0.6451612903225806,0.5111111111111111,Cold,Feels similar,Low pressure,Low wind
7.04,2.48,6.65,7.87,1010,88,1010,1006,9.26,2024-12-08,03:31,2024-12-08 03:31:00,0.7741935483870968,0.4888888888888889,Cold,Feels much colder,Low pressure,High wind
13.6,13.31,12.74,14.27,1023,88,1023,1018,4.12,2024-11-30,15:30,2024-11-30 15:30:00,0.7741935483870968,0.7777777777777778,Warm,Feels similar,High pressure,Low wind
2.51,0.4,0.75,3.89,1030,93,1030,1025,2.06,2024-11-28,21:30,2024-11-28 21:30:00,0.9354838709677419,0.9333333333333333,Cold,Feels similar,High pressure,Low wind
13.47,13.14,12.73,14.01,1005,87,1005,1001,7.2,2024-12-05,15:31,2024-12-05 15:31:00,0.7419354838709677,0.37777777777777777,Warm,Feels similar,Low pressure,Moderate wind
6.51,0.85,5.81,7.27,988,90,988,984,13.38,2024-12-07,11:31,2024-12-07 11:31:00,0.8387096774193549,0.0,Cold,Feels much colder,Low pressure,High wind
6.7,2.8,5.79,7.46,1032,83,1032,1027,6.69,2024-12-10,00:31,2024-12-10 00:31:00,0.6129032258064516,0.9777777777777777,Cold,Feels similar,High pressure,Moderate wind
11.03,10.56,9.05,13.14,995,91,995,991,7.2,2024-11-24,23:29,2024-11-24 23:29:00,0.8709677419354839,0.15555555555555556,Warm,Feels similar,Low pressure,Moderate wind
9.99,7.52,9.0,10.81,996,91,996,992,5.14,2024-11-25,05:29,2024-11-25 05:29:00,0.8709677419354839,0.17777777777777778,Cold,Feels similar,Low pressure,Moderate wind
5.83,4.84,4.34,6.9,1029,84,1029,1024,1.54,2024-11-28,15:29,2024-11-28 15:29:00,0.6451612903225806,0.9111111111111111,Cold,Feels similar,High pressure,Low wind
6.14,3.81,4.46,7.73,1011,83,1011,1006,3.09,2024-11-25,23:29,2024-11-25 23:29:00,0.6129032258064516,0.5111111111111111,Cold,Feels similar,Low pressure,Low wind
8.39,6.87,7.71,9.11,1024,88,1024,1020,2.57,2024-12-04,15:31,2024-12-04 15:31:00,0.7741935483870968,0.8,Cold,Feels similar,High pressure,Low wind
7.81,5.25,6.4,8.98,1015,81,1015,1011,4.12,2024-11-26,10:29,2024-11-26 10:29:00,0.5483870967741935,0.6,Cold,Feels similar,Low pressure,Low wind
8.73,5.95,8.03,9.55,1012,88,1012,1007,5.14,2024-12-02,09:30,2024-12-02 09:30:00,0.7741935483870968,0.5333333333333333,Cold,Feels similar,Low pressure,Moderate wind
2.43,0.96,1.01,3.01,1025,93,1025,1021,1.54,2024-12-04,02:30,2024-12-04 02:30:00,0.9354838709677419,0.8222222222222222,Cold,Feels similar,High pressure,Low wind
6.28,4.36,4.08,8.17,1012,84,1012,1007,2.57,2024-11-26,03:29,2024-11-26 03:29:00,0.6451612903225806,0.5333333333333333,Cold,Feels similar,Low pressure,Low wind
11.49,10.97,10.58,12.22,1011,87,1011,1006,4.12,2024-12-02,02:30,2024-12-02 02:30:00,0.7419354838709677,0.5111111111111111,Warm,Feels similar,Low pressure,Low wind
1.66,-0.79,-0.37,3.03,1024,93,1024,1020,2.24,2024-11-28,01:29,2024-11-28 01:29:00,0.9354838709677419,0.8,Cold,Feels similar,High pressure,Low wind
6.19,0.85,5.54,7.25,1006,88,1006,1002,11.32,2024-12-08,00:31,2024-12-08 00:31:00,0.7741935483870968,0.4,Cold,Feels much colder,Low pressure,High wind
12.94,12.74,12.51,14.12,1011,94,1011,1007,4.63,2024-12-01,14:30,2024-12-01 14:30:00,0.967741935483871,0.5111111111111111,Warm,Feels similar,Low pressure,Low wind
9.25,4.66,8.31,10.03,990,76,990,986,12.86,2024-12-07,06:31,2024-12-07 06:31:00,0.3870967741935484,0.044444444444444446,Cold,Feels much colder,Low pressure,High wind
8.3,5.85,5.85,11.89,1005,93,1005,1001,4.12,2024-11-27,07:29,2024-11-27 07:29:00,0.9354838709677419,0.37777777777777777,Cold,Feels similar,Low pressure,Low wind
12.02,11.63,11.09,13.07,997,90,997,992,8.23,2024-11-23,16:29,2024-11-23 16:29:00,0.8387096774193549,0.2,Warm,Feels similar,Low pressure,High wind
8.6,8.01,7.73,9.44,1024,81,1024,1019,1.54,2024-11-30,00:30,2024-11-30 00:30:00,0.5483870967741935,0.8,Cold,Feels similar,High pressure,Low wind
5.9,2.4,5.52,6.35,1032,89,1032,1028,5.14,2024-12-10,06:31,2024-12-10 06:31:00,0.8064516129032258,0.9777777777777777,Cold,Feels similar,High pressure,Moderate wind
9.33,7.65,7.81,10.55,1016,74,1016,1012,3.09,2024-11-26,15:29,2024-11-26 15:29:00,0.3225806451612903,0.6222222222222222,Cold,Feels similar,Low pressure,Low wind
3.2,0.7,2.01,3.93,1025,92,1025,1020,2.57,2024-12-03,22:30,2024-12-03 22:30:00,0.9032258064516129,0.8222222222222222,Cold,Feels similar,High pressure,Low wind
6.73,1.57,5.9,7.44,997,83,997,993,11.32,2024-12-07,17:31,2024-12-07 17:31:00,0.6129032258064516,0.2,Cold,Feels much colder,Low pressure,High wind
5.97,3.28,3.96,7.47,1013,86,1013,1008,3.6,2024-11-26,06:29,2024-11-26 06:29:00,0.7096774193548387,0.5555555555555556,Cold,Feels similar,Low pressure,Low wind
8.99,6.27,8.28,9.81,1015,75,1015,1010,5.14,2024-12-02,16:30,2024-12-02 16:30:00,0.3548387096774194,0.6,Cold,Feels similar,Low pressure,Moderate wind
12.12,11.82,11.57,12.81,1013,93,1013,1009,6.17,2024-12-01,11:30,2024-12-01 11:30:00,0.9354838709677419,0.5555555555555556,Warm,Feels similar,Low pressure,Moderate wind
6.6,3.06,5.66,8.0,1011,93,1011,1007,5.66,2024-11-27,02:29,2024-11-27 02:29:00,0.9354838709677419,0.5111111111111111,Cold,Feels similar,Low pressure,Moderate wind
10.88,10.11,9.93,11.81,993,80,993,988,10.29,2024-12-07,03:31,2024-12-07 03:31:00,0.5161290322580645,0.1111111111111111,Warm,Feels similar,Low pressure,High wind
7.31,3.11,6.62,8.0,1032,83,1032,1028,8.23,2024-12-09,21:31,2024-12-09 21:31:00,0.6129032258064516,0.9777777777777777,Cold,Feels much colder,High pressure,High wind
7.61,3.5,7.16,8.01,1027,84,1027,1022,8.23,2024-12-08,23:31,2024-12-08 23:31:00,0.6451612903225806,0.8666666666666667,Cold,Feels much colder,High pressure,High wind
0.94,0.94,-0.87,1.74,1026,94,1026,1021,0.0,2024-11-28,04:29,2024-11-28 04:29:00,0.967741935483871,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
7.62,7.62,6.9,8.88,1023,76,1023,1019,1.03,2024-12-03,14:30,2024-12-03 14:30:00,0.3870967741935484,0.7777777777777778,Cold,Feels similar,High pressure,Low wind
9.42,6.29,8.85,10.23,1016,93,1016,1011,6.69,2024-12-05,00:31,2024-12-05 00:31:00,0.9354838709677419,0.6222222222222222,Cold,Feels similar,Low pressure,Moderate wind
11.0,10.56,10.23,11.9,1017,92,1017,1013,5.14,2024-12-01,03:30,2024-12-01 03:30:00,0.9032258064516129,0.6444444444444445,Warm,Feels similar,Low pressure,Moderate wind
10.12,9.54,8.45,11.81,995,90,995,990,5.66,2024-11-25,00:29,2024-11-25 00:29:00,0.8387096774193549,0.15555555555555556,Warm,Feels similar,Low pressure,Moderate wind
5.98,1.22,5.25,6.9,1017,89,1017,1013,8.75,2024-12-08,11:31,2024-12-08 11:31:00,0.8064516129032258,0.6444444444444445,Cold,Feels much colder,Low pressure,High wind
10.21,9.14,8.9,11.14,1025,71,1025,1021,5.14,2024-11-29,12:30,2024-11-29 12:30:00,0.22580645161290322,0.8222222222222222,Warm,Feels similar,High pressure,Moderate wind
7.33,3.61,6.63,8.0,1029,87,1029,1024,6.69,2024-12-09,04:31,2024-12-09 04:31:00,0.7419354838709677,0.9111111111111111,Cold,Feels similar,High pressure,Moderate wind
9.12,6.86,8.41,10.03,1017,71,1017,1013,4.12,2024-12-06,14:31,2024-12-06 14:31:00,0.22580645161290322,0.6444444444444445,Cold,Feels similar,Low pressure,Low wind
13.9,13.72,12.89,14.81,998,91,998,993,9.77,2024-11-23,21:29,2024-11-23 21:29:00,0.8709677419354839,0.2222222222222222,Warm,Feels similar,Low pressure,High wind
11.36,10.95,10.59,12.05,1019,92,1019,1015,4.12,2024-12-01,00:30,2024-12-01 00:30:00,0.9032258064516129,0.6888888888888889,Warm,Feels similar,High pressure,Low wind
15.74,15.43,14.63,16.48,996,79,996,991,11.32,2024-11-24,07:29,2024-11-24 07:29:00,0.4838709677419355,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
11.46,11.04,10.81,12.46,1015,91,1015,1011,4.63,2024-12-01,06:30,2024-12-01 06:30:00,0.8709677419354839,0.6,Warm,Feels similar,Low pressure,Low wind
7.36,4.02,6.9,7.87,1030,86,1030,1026,5.66,2024-12-09,15:31,2024-12-09 15:31:00,0.7096774193548387,0.9333333333333333,Cold,Feels similar,High pressure,Moderate wind
6.98,6.98,5.81,7.85,1023,83,1023,1018,1.03,2024-12-03,11:30,2024-12-03 11:30:00,0.6129032258064516,0.7777777777777778,Cold,Feels similar,High pressure,Low wind
8.93,6.0,8.31,9.53,1018,90,1018,1014,5.66,2024-12-04,22:31,2024-12-04 22:31:00,0.8387096774193549,0.6666666666666666,Cold,Feels similar,Low pressure,Moderate wind
7.03,2.74,6.36,7.83,1019,88,1019,1014,8.23,2024-12-08,14:31,2024-12-08 14:31:00,0.7741935483870968,0.6888888888888889,Cold,Feels much colder,High pressure,High wind
12.94,12.77,12.61,13.57,1010,95,1010,1005,5.66,2024-12-05,08:31,2024-12-05 08:31:00,1.0,0.4888888888888889,Warm,Feels similar,Low pressure,Moderate wind
12.19,11.76,11.4,12.93,1012,88,1012,1007,4.63,2024-12-01,21:30,2024-12-01 21:30:00,0.7741935483870968,0.5333333333333333,Warm,Feels similar,Low pressure,Low wind
15.28,15.06,13.86,16.16,996,84,996,992,10.8,2024-11-24,04:29,2024-11-24 04:29:00,0.6451612903225806,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
11.38,11.03,10.81,12.44,1010,94,1010,1006,7.2,2024-12-05,06:31,2024-12-05 06:31:00,0.967741935483871,0.4888888888888889,Warm,Feels similar,Low pressure,Moderate wind
11.18,10.78,10.39,11.76,1024,93,1024,1019,4.12,2024-11-30,07:30,2024-11-30 07:30:00,0.9354838709677419,0.8,Warm,Feels similar,High pressure,Low wind
11.46,10.57,10.25,12.3,1002,73,1002,997,8.23,2024-11-25,12:29,2024-11-25 12:29:00,0.2903225806451613,0.3111111111111111,Warm,Feels similar,Low pressure,High wind
8.23,6.03,6.81,9.34,1024,78,1024,1019,3.6,2024-11-29,21:30,2024-11-29 21:30:00,0.45161290322580644,0.8,Cold,Feels similar,High pressure,Low wind
7.32,3.78,6.63,8.0,1029,88,1029,1024,6.17,2024-12-09,03:31,2024-12-09 03:31:00,0.7741935483870968,0.9111111111111111,Cold,Feels similar,High pressure,Moderate wind
9.03,4.98,8.31,9.81,1007,75,1007,1003,9.77,2024-12-06,01:31,2024-12-06 01:31:00,0.3548387096774194,0.4222222222222222,Cold,Feels much colder,Low pressure,High wind
2.58,1.13,0.94,4.18,1030,91,1030,1025,1.54,2024-11-28,18:29,2024-11-28 18:29:00,0.8709677419354839,0.9333333333333333,Cold,Feels similar,High pressure,Low wind
10.27,9.68,9.0,11.2,998,89,998,994,4.12,2024-11-25,08:29,2024-11-25 08:29:00,0.8064516129032258,0.2222222222222222,Warm,Feels similar,Low pressure,Low wind
7.59,4.74,5.89,8.84,1008,79,1008,1003,4.63,2024-11-25,19:29,2024-11-25 19:29:00,0.4838709677419355,0.4444444444444444,Cold,Feels similar,Low pressure,Low wind
9.1,6.22,7.65,10.46,1026,78,1026,1021,5.66,2024-11-29,11:30,2024-11-29 11:30:00,0.45161290322580644,0.8444444444444444,Cold,Feels similar,High pressure,Moderate wind
2.41,0.6,0.52,3.93,1023,92,1023,1018,1.79,2024-11-27,23:29,2024-11-27 23:29:00,0.9032258064516129,0.7777777777777778,Cold,Feels similar,High pressure,Low wind
4.05,0.62,2.76,5.92,1027,92,1027,1022,4.12,2024-11-29,08:30,2024-11-29 08:30:00,0.9032258064516129,0.8666666666666667,Cold,Feels similar,High pressure,Low wind
9.07,7.06,8.29,9.81,1022,86,1022,1018,3.6,2024-12-04,18:31,2024-12-04 18:31:00,0.7096774193548387,0.7555555555555555,Cold,Feels similar,High pressure,Low wind
12.27,11.95,11.34,13.01,1021,92,1021,1017,5.14,2024-11-30,21:30,2024-11-30 21:30:00,0.9032258064516129,0.7333333333333333,Warm,Feels similar,High pressure,Moderate wind
7.92,4.2,7.24,8.81,1024,90,1024,1020,7.2,2024-12-08,20:31,2024-12-08 20:31:00,0.8387096774193549,0.8,Cold,Feels similar,High pressure,Moderate wind
0.25,0.25,-1.01,1.67,1027,94,1027,1023,0.51,2024-11-28,07:29,2024-11-28 07:29:00,0.967741935483871,0.8666666666666667,Cold,Feels similar,High pressure,Low wind
6.98,4.51,6.5,7.77,1024,80,1024,1020,3.6,2024-11-29,18:30,2024-11-29 18:30:00,0.5161290322580645,0.8,Cold,Feels similar,High pressure,Low wind
11.06,10.49,9.95,11.81,1011,87,1011,1007,5.14,2024-12-02,04:30,2024-12-02 04:30:00,0.7419354838709677,0.5111111111111111,Warm,Feels similar,Low pressure,Moderate wind
7.22,3.65,6.63,8.42,1014,76,1014,1010,6.17,2024-12-06,04:31,2024-12-06 04:31:00,0.3870967741935484,0.5777777777777777,Cold,Feels similar,Low pressure,Moderate wind
4.93,4.93,3.81,6.09,1024,86,1024,1019,1.03,2024-12-03,17:30,2024-12-03 17:30:00,0.7096774193548387,0.8,Cold,Feels similar,High pressure,Low wind
16.83,16.45,15.43,17.81,995,72,995,991,10.8,2024-11-24,13:29,2024-11-24 13:29:00,0.25806451612903225,0.15555555555555556,Warm,Feels similar,Low pressure,High wind
5.88,2.61,4.97,6.81,1015,86,1015,1010,4.63,2024-11-27,15:29,2024-11-27 15:29:00,0.7096774193548387,0.6,Cold,Feels similar,Low pressure,Low wind
14.39,14.26,13.44,15.19,996,91,996,992,10.8,2024-11-24,01:29,2024-11-24 01:29:00,0.8709677419354839,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
